,title,fact,opinion,inhibition,fff,activation,moral,cut,length
1272,中国美术学院艺术类综合分69.55是不是一点希望都没有了？,1,0,2,0,0,1,"['中国美术学院', '艺术类', '综合', '分', '69.55', '是不是', '一点', '希望', '都', '没有', '了', '？']",12
1273,"被誉为中国队希望的琦,全场致命失误,网友:我们的希望不是你",1,2,2,0,0,4,"['被誉为', '中国队', '希望', '的', '琦', ',', '全场', '致命', '失误', ',', '网友', ':', '我们', '的', '希望', '不是', '你']",17
1274,"下单助手,中国股票还有希望么",0,0,2,0,0,5,"['下单', '助手', ',', '中国', '股票', '还有', '希望', '么']",8
1275,"看看大连8分钟在干什么,中国足球没希望了,故意禁区里传球",1,2,2,0,0,4,"['看看', '大连', '8', '分钟', '在', '干什么', ',', '中国', '足球', '没', '希望', '了', ',', '故意', '禁区', '里', '传球']",17
1276,全球艾滋病死亡人数777万 2020年抗艾目标将无法实现,1,2,2,0,0,5,"['全球', '艾滋病', '死亡', '人数', '777', '万', ' ', '2020', '年', '抗艾', '目标', '将', '无法', '实现']",14
1277,通过张扣扣处死案，你认为穷人活在中国，希望在哪里？,1,0,2,0,0,2,"['通过', '张', '扣扣', '处死', '案', '，', '你', '认为', '穷人', '活在', '中国', '，', '希望', '在', '哪里', '？']",16
1278,"屋漏偏逢连夜雨,阿联受伤输63分,中国篮球有希望吗",1,0,2,0,0,4,"['屋漏', '偏逢', '连夜', '雨', ',', '阿联', '受伤', '输', '63', '分', ',', '中国篮球', '有', '希望', '吗']",15
1279,阳光100中国上半年仅完成5%销售目标 一个月出售60亿资产用于还债,1,1,2,0,0,4,"['阳光', '100', '中国', '上半年', '仅', '完成', '5%', '销售', '目标', ' ', '一个月', '出售', '60', '亿', '资产', '用于', '还债']",17
1280,"一针封闭,职业生涯都毁了,中国球迷最后的希望也破灭了!",1,2,2,0,0,4,"['一针', '封闭', ',', '职业生涯', '都', '毁', '了', ',', '中国', '球迷', '最后', '的', '希望', '也', '破灭', '了', '!']",17
1281,在中国资本市场洋面上漂着一根稻草绳，寄于希望,0,2,2,0,0,2,"['在', '中国', '资本', '市场', '洋面', '上', '漂着', '一根', '稻草', '绳', '，', '寄', '于', '希望']",14
1282,真希望巴萨也能来中国认真的拼一场比赛,2,2,2,0,0,2,"['真', '希望', '巴萨', '也', '能', '来', '中国', '认真', '的', '拼', '一场', '比赛']",12
1283,"支持中国队的，全部都是归化球员,这样才有希望",2,2,2,0,0,3,"['支持', '中国队', '的', '，', '全部都是', '归化', '球员', ',', '这样', '才', '有', '希望']",12
1284,中国梦想秀：坚强含泪讲述14年寻子经历，观众忍不住落泪,1,2,2,0,0,1,"['中国', '梦想', '秀', '：', '坚强', '含泪', '讲述', '14', '年', '寻子', '经历', '，', '观众', '忍不住', '落泪']",15
1286,中国为何有很多企业愿景变成了口号？,0,2,2,1,0,2,"['中国', '为何', '有', '很多', '企业', '愿景', '变成', '了', '口号', '？']",10
1287,"德国农村,为何能够被称为中国乡村的发展目标?看完才知道差距有多大",0,2,2,0,0,4,"['德国', '农村', ',', '为何', '能够', '被', '称为', '中国', '乡村', '的', '发展', '目标', '?', '看', '完才', '知道', '差距', '有', '多', '大']",20
1288,"来吧,看看是不是真公益,看看sf界还有没有希望,看看中国的",0,2,2,0,0,5,"['来', '吧', ',', '看看', '是不是', '真', '公益', ',', '看看', 'sf', '界', '还有', '没有', '希望', ',', '看看', '中国', '的']",18
1289,"男篮世界杯赛中国队淘汰后,你们最希望最后谁夺冠???",1,0,2,0,3,3,"['男篮', '世界杯赛', '中国队', '淘汰', '后', ',', '你们', '最', '希望', '最后', '谁', '夺冠', '?', '?', '?']",15
1290,"如果中国队伍最终没夺冠,各位希望谁拿冠军?",2,0,2,0,3,4,"['如果', '中国', '队伍', '最终', '没', '夺冠', ',', '各位', '希望', '谁', '拿', '冠军', '?']",13
1291,中国还有希望吗?毕竟限量600哎!迪爸爸看来不太偏心傻鱼啊,1,2,2,0,0,2,"['中国', '还有', '希望', '吗', '?', '毕竟', '限量', '600', '哎', '!', '迪', '爸爸', '看来', '不太', '偏心', '傻鱼', '啊']",17
1292,中国其实比美国更需要迁都,2,2,2,0,0,4,"['中国', '其实', '比', '美国', '更', '需要', '迁都']",7
1293,"中国赛车事业的希望,大雾",0,2,2,0,0,4,"['中国', '赛车', '事业', '的', '希望', ',', '大雾']",7
1294,"今天转中国把我搞崩溃了。运费差投诉无门,希望大家给出...",1,2,2,1,0,2,"['今天', '转', '中国', '把', '我', '搞', '崩溃', '了', '。', '运费', '差', '投诉无门', ',', '希望', '大家', '给出', '...']",17
1295,"看衰中国女足:难再进世界杯16强,希望别像国足天天",1,2,2,0,0,5,"['看衰', '中国女足', ':', '难', '再', '进', '世界杯', '16', '强', ',', '希望', '别像', '国足', '天天']",14
1296,"第一次体检,拿药 完全没有中国那种人山人海的感觉。希望",1,2,2,0,3,3,"['第一次', '体检', ',', '拿药', ' ', '完全', '没有', '中国', '那种', '人山人海', '的', '感觉', '。', '希望']",14
1297,非洲一部落，非要说是中国人想回国，专家：他们被遗忘了,0,2,2,0,0,3,"['非洲', '一', '部落', '，', '非', '要说', '是', '中国', '人想', '回国', '，', '专家', '：', '他们', '被', '遗忘', '了']",17
1299,命中率不理想 中国男篮上午训练结束玩起中圈投篮,1,2,2,0,0,5,"['命中率', '不', '理想', ' ', '中国男篮', '上午', '训练', '结束', '玩起', '中圈', '投篮']",11
1300,为什么中国球员去NBA都不是很理想？,1,0,2,0,0,4,"['为什么', '中国', '球员', '去', 'NBA', '都', '不是', '很', '理想', '？']",10
1301,印度消费者认为红米K20价格高，希望和中国版本价格一样？,0,2,2,0,0,2,"['印度', '消费者', '认为', '红米', 'K20', '价格', '高', '，', '希望', '和', '中国', '版本', '价格', '一样', '？']",15
1302,中国医生的未来还能有希望吗 一个医学生的迷茫,0,2,2,0,0,1,"['中国', '医生', '的', '未来', '还', '能', '有', '希望', '吗', ' ', '一个', '医学生', '的', '迷茫']",14
1303,中国足球现在目前没任何希望了,0,2,2,0,0,4,"['中国', '足球', '现在', '目前', '没', '任何', '希望', '了']",8
1304,希望你们不要再黑华为，做个中国企业真难,1,2,2,2,0,3,"['希望', '你们', '不要', '再', '黑', '华为', '，', '做个', '中国', '企业', '真', '难']",12
1305,广州富力赛前低调示人 第120次广州德比精彩是唯一目标,1,2,2,0,0,4,"['广州', '富力', '赛前', '低调', '示人', ' ', '第', '120', '次', '广州', '德比', '精彩', '是', '唯一', '目标']",15
1306,"当兵要走了,希望下次玩手机可以看到中国队夺冠",1,2,2,0,0,4,"['当兵', '要', '走', '了', ',', '希望', '下次', '玩', '手机', '可以', '看到', '中国队', '夺冠']",13
1307,"凡事是靠身体对抗或战术配合的体育项目,中国队成绩都不理想...",1,2,2,0,0,4,"['凡事', '是', '靠', '身体', '对抗', '或', '战术', '配合', '的', '体育项目', ',', '中国队', '成绩', '都', '不', '理想', '...']",17
1308,"很不希望中国当好官,最后的结局都和岳飞一样。",1,2,2,0,0,5,"['很', '不', '希望', '中国', '当好', '官', ',', '最后', '的', '结局', '都', '和', '岳飞', '一样', '。']",15
1309,恒大让中国足球失去了希望,0,2,2,0,0,4,"['恒大', '让', '中国', '足球', '失去', '了', '希望']",7
1310,卡纳瓦希望中国有更多保利尼奥 埃神还不在最佳状态,1,2,2,0,0,4,"['卡纳瓦', '希望', '中国', '有', '更', '多', '保利', '尼奥', ' ', '埃神', '还', '不', '在', '最佳', '状态']",15
1311,刻苦练田径将是中国足球“最后的希望”,0,2,2,0,0,4,"['刻苦', '练', '田径', '将', '是', '中国', '足球', '“', '最后', '的', '希望', '”']",12
1312,没什么别没钱，有什么别有病。真不希望这里成为中国最赚钱的企业。,0,2,2,0,0,2,"['没什么', '别', '没', '钱', '，', '有', '什么', '别有', '病', '。', '真', '不', '希望', '这里', '成为', '中国', '最', '赚钱', '的', '企业', '。']",21
1313,哪些时刻让你感到中国影视已经没有希望了?,0,0,2,0,0,4,"['哪些', '时刻', '让', '你', '感到', '中国', '影视', '已经', '没有', '希望', '了', '?']",12
1314,如果能重新改变一次中国著名的遗憾，你更希望看到哪一个,2,0,2,0,0,4,"['如果', '能', '重新', '改变', '一次', '中国', '著名', '的', '遗憾', '，', '你', '更', '希望', '看到', '哪', '一个']",16
1315,"外国佬对中国房价感到无奈,希望可以多挣钱,买个中等房子",1,2,2,0,0,3,"['外国佬', '对', '中国', '房价', '感到', '无奈', ',', '希望', '可以', '多', '挣钱', ',', '买个', '中等', '房子']",15
1316,"希望全中国房价降价,使劲降,让老百姓人人买得起,尤其是项",2,2,2,0,0,2,"['希望', '全', '中国', '房价', '降价', ',', '使劲', '降', ',', '让', '老百姓', '人人', '买得起', ',', '尤其', '是', '项']",17
1317,"我希望中国大地上,能获得非洲黑人二分之一的待遇。",2,2,2,0,0,3,"['我', '希望', '中国', '大', '地上', ',', '能', '获得', '非洲', '黑人', '二分之一', '的', '待遇', '。']",14
1318,"邮市还有希望吗?有,但在中国太难太难了",0,2,2,0,0,0,"['邮市', '还有', '希望', '吗', '?', '有', ',', '但', '在', '中国', '太难', '太难', '了']",13
1319,有人认为“中国散户炒股易亏钱，银行理财收益低，机构投资不靠谱”，那还有理想的投资渠道吗？,1,0,2,0,0,4,"['有人', '认为', '“', '中国', '散户', '炒股', '易亏', '钱', '，', '银行', '理财', '收益', '低', '，', '机构', '投资', '不靠', '谱', '”', '，', '那', '还有', '理想', '的', '投资', '渠道', '吗', '？']",28
1320,在中国工作看不见希望怎么办了？（本人25岁，男生，编制内勤。在四五线城市）？,1,0,2,0,0,5,"['在', '中国', '工作', '看不见', '希望', '怎么办', '了', '？', '（', '本人', '25', '岁', '，', '男生', '，', '编制', '内勤', '。', '在', '四五', '线', '城市', '）', '？']",24
1321,"这样的发挥,中国男篮还有希望没??",0,0,2,0,0,4,"['这样', '的', '发挥', ',', '中国男篮', '还有', '希望', '没', '?', '?']",10
1322,这样的恒大就是拿了第一有意思吗?中国足球一点希望都没了。,0,2,2,0,0,5,"['这样', '的', '恒大', '就是', '拿', '了', '第一', '有意思', '吗', '?', '中国', '足球', '一点', '希望', '都', '没', '了', '。']",18
1323,"真的是绝望了!毫无改变的希望。已经变方向了,中国人遭受的",0,2,2,0,0,5,"['真的', '是', '绝望', '了', '!', '毫无', '改变', '的', '希望', '。', '已经', '变', '方向', '了', ',', '中国', '人', '遭受', '的']",19
1324,中国美术学院设计类综合分69.55是不是一点希望都没有了？,1,0,2,0,0,1,"['中国美术学院', '设计', '类', '综合', '分', '69.55', '是不是', '一点', '希望', '都', '没有', '了', '？']",13
1325,"被誉为中国希望的周琦,全场致命失误。我们的希望不是你",1,2,2,0,0,4,"['被誉为', '中国', '希望', '的', '周琦', ',', '全场', '致命', '失误', '。', '我们', '的', '希望', '不是', '你']",15
1326,"下单助手下载,中国股票还有希望么",0,0,2,0,0,5,"['下单', '助手', '下载', ',', '中国', '股票', '还有', '希望', '么']",9
1327,"看看大连最后80分钟在干什么,中国足球没希望了,故意禁区里传球",1,2,2,0,0,4,"['看看', '大连', '最后', '80', '分钟', '在', '干什么', ',', '中国', '足球', '没', '希望', '了', ',', '故意', '禁区', '里', '传球']",18
1328,全球艾滋死亡人数77万 2020年抗艾目标将无法实现,1,2,2,0,0,5,"['全球', '艾滋', '死亡', '人数', '77', '万', ' ', '2020', '年', '抗艾', '目标', '将', '无法', '实现']",14
1329,通过张扣扣被处死，你认为穷人活在中国，希望在哪里？,1,0,2,0,0,2,"['通过', '张', '扣扣', '被', '处死', '，', '你', '认为', '穷人', '活在', '中国', '，', '希望', '在', '哪里', '？']",16
1330,"屋漏偏逢连夜雨,阿联受伤国青输63分,中国篮球有希望吗",1,0,2,0,0,4,"['屋漏', '偏逢', '连夜', '雨', ',', '阿联', '受伤', '国青输', '63', '分', ',', '中国篮球', '有', '希望', '吗']",15
1331,阳光10中国上半年仅完成25%销售目标 一个月出售60亿资产46亿用于还债,1,1,2,0,0,4,"['阳光', '10', '中国', '上半年', '仅', '完成', '25%', '销售', '目标', ' ', '一个月', '出售', '60', '亿', '资产', '46', '亿', '用于', '还债']",19
1332,"一针封闭,麦迪的职业生涯都毁了,中国球迷最后希望破灭!",1,2,2,0,0,4,"['一针', '封闭', ',', '麦迪', '的', '职业生涯', '都', '毁', '了', ',', '中国', '球迷', '最后', '希望', '破灭', '!']",16
1333,在中国资本市场洋面漂着一根稻草绳，让游者寄于希望,0,2,2,0,0,2,"['在', '中国', '资本', '市场', '洋面', '漂着', '一根', '稻草', '绳', '，', '让', '游者', '寄', '于', '希望']",15
1334,真希望皇马队员也能来中国认真的拼一场比赛,2,2,2,0,0,2,"['真', '希望', '皇马', '队员', '也', '能', '来', '中国', '认真', '的', '拼', '一场', '比赛']",13
1335,"支持中国队全部是归化球员,这样才有希望",2,2,2,0,0,3,"['支持', '中国队', '全部', '是', '归化', '球员', ',', '这样', '才', '有', '希望']",11
1336,中国梦想：坚强母亲，含泪讲述14年寻子经历，观众忍不住落泪,1,2,2,0,0,1,"['中国', '梦想', '：', '坚强', '母亲', '，', '含泪', '讲述', '14', '年', '寻子', '经历', '，', '观众', '忍不住', '落泪']",16
1338,中国为何很多企业的愿景变成口号？,0,2,2,1,0,2,"['中国', '为何', '很多', '企业', '的', '愿景', '变成', '口号', '？']",9
1339,德国被称为中国乡村的发展目标啊?看完才知道差距有多大,0,2,2,0,0,4,"['德国', '被', '称为', '中国', '乡村', '的', '发展', '目标', '啊', '?', '看', '完才', '知道', '差距', '有', '多', '大']",17
1340,"来看是不是真的公益,看sf界还有没有希望,看看中国",0,2,2,0,0,5,"['来看', '是不是', '真的', '公益', ',', '看', 'sf', '界', '还有', '没有', '希望', ',', '看看', '中国']",14
1341,"男篮世界中国队淘汰后,你们最希望最后谁夺冠???",1,0,2,0,3,3,"['男篮', '世界', '中国队', '淘汰', '后', ',', '你们', '最', '希望', '最后', '谁', '夺冠', '?', '?', '?']",15
1342,"如中国最终没能夺冠,各位希望谁拿冠军?",2,0,2,0,3,4,"['如', '中国', '最终', '没', '能', '夺冠', ',', '各位', '希望', '谁', '拿', '冠军', '?']",13
1343,中国还有希望吗?毕竟限量00哎!迪爸爸看来不太偏心傻鱼啊,1,2,2,0,0,2,"['中国', '还有', '希望', '吗', '?', '毕竟', '限量', '00', '哎', '!', '迪', '爸爸', '看来', '不太', '偏心', '傻鱼', '啊']",17
1344,中国其实比起印尼更需要迁都,2,2,2,0,0,4,"['中国', '其实', '比起', '印尼', '更', '需要', '迁都']",7
1345,"中国的赛车的希望,大雾",0,2,2,0,0,4,"['中国', '的', '赛车', '的', '希望', ',', '大雾']",7
1346,"今天转运中国把我搞崩溃了。投诉无门,希望大家...",1,2,2,1,0,2,"['今天', '转运', '中国', '把', '我', '搞', '崩溃', '了', '。', '投诉无门', ',', '希望', '大家', '...']",14
1347,"王看衰中国女足前景:难再进世界杯16强,希望别像国足天天",1,2,2,0,0,5,"['王看', '衰', '中国女足', '前景', ':', '难', '再', '进', '世界杯', '16', '强', ',', '希望', '别像', '国足', '天天']",16
1348,第一次在美国拿药 完全没有中国那种人山人海的感觉。,1,2,2,0,3,3,"['第一次', '在', '美国', '拿药', ' ', '完全', '没有', '中国', '那种', '人山人海', '的', '感觉', '。']",13
1349,非洲一部落，非要说是中国人希望回国，专家解释他们被遗忘了,0,2,2,0,0,3,"['非洲', '一', '部落', '，', '非', '要说', '是', '中国', '人', '希望', '回国', '，', '专家', '解释', '他们', '被', '遗忘', '了']",18
1351,命中率并不理想 中国男篮训练结束后玩起中圈投篮,1,2,2,0,0,5,"['命中率', '并', '不', '理想', ' ', '中国男篮', '训练', '结束', '后玩起', '中圈', '投篮']",11
1352,为什么中国球员的NBA都不是很理想？,1,0,2,0,0,4,"['为什么', '中国', '球员', '的', 'NBA', '都', '不是', '很', '理想', '？']",10
1353,印度消费者都认为红米K20价格较高，希望和中国版本价格一样？,0,2,2,0,0,2,"['印度', '消费者', '都', '认为', '红米', 'K20', '价格', '较', '高', '，', '希望', '和', '中国', '版本', '价格', '一样', '？']",17
1354,中国医生的未来还会有希望吗 一个医学生的迷茫,0,2,2,0,0,1,"['中国', '医生', '的', '未来', '还会', '有', '希望', '吗', ' ', '一个', '医学生', '的', '迷茫']",13
1355,中国足球目前没有任何希望了,0,2,2,0,0,4,"['中国', '足球', '目前', '没有', '任何', '希望', '了']",7
1356,"希望不要再黑华为了,做个中国企业真难",1,2,2,2,0,3,"['希望', '不要', '再', '黑', '华为', '了', ',', '做个', '中国', '企业', '真', '难']",12
1357,广州富力赛前低调示人，中国平安广州德比精彩是唯一目标,1,2,2,0,0,4,"['广州', '富力', '赛前', '低调', '示人', '，', '中国', '平安', '广州', '德比', '精彩', '是', '唯一', '目标']",14
1358,"当兵了,希望下次玩手机可以看到中国队夺冠",1,2,2,0,0,4,"['当兵', '了', ',', '希望', '下次', '玩', '手机', '可以', '看到', '中国队', '夺冠']",11
1359,"凡是要靠身体对抗、战术配合的体育项目,中国队成绩都不理想...",1,2,2,0,0,4,"['凡是', '要', '靠', '身体', '对抗', '、', '战术', '配合', '的', '体育项目', ',', '中国队', '成绩', '都', '不', '理想', '...']",17
1360,"很不希望在中国当好官,最后结局都和岳飞一样。",1,2,2,0,0,5,"['很', '不', '希望', '在', '中国', '当好', '官', ',', '最后', '结局', '都', '和', '岳飞', '一样', '。']",15
1361,"恒大,让中国的足球没有了希望",0,2,2,0,0,4,"['恒大', ',', '让', '中国', '的', '足球', '没有', '了', '希望']",9
1362,卡纳瓦罗发言希望中国有更多保利尼奥 埃神还不在最佳状态,1,2,2,0,0,4,"['卡纳瓦罗', '发言', '希望', '中国', '有', '更', '多', '保利', '尼奥', ' ', '埃神', '还', '不', '在', '最佳', '状态']",16
1363,苦练田径将是中国足球队“最后的希望”,0,2,2,0,0,4,"['苦练', '田径', '将', '是', '中国足球队', '“', '最后', '的', '希望', '”']",10
1364,没什么别没钱，有什么也别有病。不希望这里成为中国最赚钱的企业。,0,2,2,0,0,2,"['没什么', '别', '没', '钱', '，', '有', '什么', '也', '别', '有', '病', '。', '不', '希望', '这里', '成为', '中国', '最', '赚钱', '的', '企业', '。']",22
1365,哪些瞬间能让你感到中国影视已经没有希望了?,0,0,2,0,0,4,"['哪些', '瞬间', '能', '让', '你', '感到', '中国', '影视', '已经', '没有', '希望', '了', '?']",13
1366,如果能重新改变一次中国古代历史上的著名遗憾，你更希望看到哪一个,2,0,2,0,0,4,"['如果', '能', '重新', '改变', '一次', '中国', '古代', '历史', '上', '的', '著名', '遗憾', '，', '你', '更', '希望', '看到', '哪', '一个']",19
1367,"对中国的房价感到无奈,希望自己可以多挣钱,买个中等房子",1,2,2,0,0,3,"['对', '中国', '的', '房价', '感到', '无奈', ',', '希望', '自己', '可以', '多', '挣钱', ',', '买个', '中等', '房子']",16
1368,"我希望全中国房价都降价,使劲降,让老百姓买得起,尤其",2,2,2,0,0,2,"['我', '希望', '全', '中国', '房价', '都', '降价', ',', '使劲', '降', ',', '让', '老百姓', '买得起', ',', '尤其']",16
1369,"我希望在中国大地上,能获非洲黑人五分之一的待遇。",2,2,2,0,0,3,"['我', '希望', '在', '中国', '大', '地上', ',', '能', '获', '非洲', '黑人', '五分之一', '的', '待遇', '。']",15
1370,邮市还有希望吗?在中国太难太难了,0,2,2,0,0,0,"['邮市', '还有', '希望', '吗', '?', '在', '中国', '太难', '太难', '了']",10
1371,有人讲“中国散户炒股易亏钱，银行理财收益低，机构投资不靠谱”，那还有理想的投资渠道吗？,1,0,2,0,0,4,"['有人', '讲', '“', '中国', '散户', '炒股', '易亏', '钱', '，', '银行', '理财', '收益', '低', '，', '机构', '投资', '不靠', '谱', '”', '，', '那', '还有', '理想', '的', '投资', '渠道', '吗', '？']",28
1372,在中国人寿公司工作看不见希望怎么办了？（本人25岁，男生，编制内勤。在四五线城市）？,1,0,2,0,0,5,"['在', '中国', '人寿', '公司', '工作', '看不见', '希望', '怎么办', '了', '？', '（', '本人', '25', '岁', '，', '男生', '，', '编制', '内勤', '。', '在', '四五', '线', '城市', '）', '？']",26
1373,"这样的发挥,中国男篮小组内还有出线的希望没??",0,0,2,0,0,4,"['这样', '的', '发挥', ',', '中国男篮', '小组', '内', '还有', '出线', '的', '希望', '没', '?', '?']",14
1374,这样的恒大足球队就是拿了冠军有意思吗?中国足球一点希望都没了。,0,2,2,0,0,5,"['这样', '的', '恒大', '足球队', '就是', '拿', '了', '冠军', '有意思', '吗', '?', '中国', '足球', '一点', '希望', '都', '没', '了', '。']",19
1375,"真的是太绝望了!毫无改变的希望。舆论已经变方向了,中国人遭受的",0,2,2,0,0,5,"['真的', '是', '太', '绝望', '了', '!', '毫无', '改变', '的', '希望', '。', '舆论', '已经', '变', '方向', '了', ',', '中国', '人', '遭受', '的']",21
1376,中国美术设计艺术类综合分69.55是不是一点希望都没有了？,1,0,2,0,0,1,"['中国', '美术设计', '艺术类', '综合', '分', '69.55', '是不是', '一点', '希望', '都', '没有', '了', '？']",13
1377,"被誉为中国希望,全场致命失误,网友:我们的希望不是你",1,2,2,0,0,4,"['被誉为', '中国', '希望', ',', '全场', '致命', '失误', ',', '网友', ':', '我们', '的', '希望', '不是', '你']",15
1378,"股票助手下载,中国股票还有希望么",0,0,2,0,0,5,"['股票', '助手', '下载', ',', '中国', '股票', '还有', '希望', '么']",9
1379,"看大连最后8分钟在干什么,中国足球没希望了,故意禁区里传球",1,2,2,0,0,4,"['看', '大连', '最后', '8', '分钟', '在', '干什么', ',', '中国', '足球', '没', '希望', '了', ',', '故意', '禁区', '里', '传球']",18
1380,全球艾滋病死亡人数过万 2020年抗艾目标将无法实现,1,2,2,0,0,5,"['全球', '艾滋病', '死亡', '人数', '过万', ' ', '2020', '年', '抗艾', '目标', '将', '无法', '实现']",13
1381,通过张扣扣被处死案，你认为穷人在中国，希望在哪里？,1,0,2,0,0,2,"['通过', '张', '扣扣', '被', '处死', '案', '，', '你', '认为', '穷人', '在', '中国', '，', '希望', '在', '哪里', '？']",17
1382,"屋漏偏逢连夜雨,阿联受伤国青输69分,中国篮球有希望吗",1,0,2,0,0,4,"['屋漏', '偏逢', '连夜', '雨', ',', '阿联', '受伤', '国青输', '69', '分', ',', '中国篮球', '有', '希望', '吗']",15
1383,阳光中国上半年仅完成5%销售目标 一个月出售60亿资产46亿用于还债,1,1,2,0,0,4,"['阳光', '中国', '上半年', '仅', '完成', '5%', '销售', '目标', ' ', '一个月', '出售', '60', '亿', '资产', '46', '亿', '用于', '还债']",18
1384,"一针封闭,麦的职业生涯都毁了,中国球迷最后的希望也破灭了!",1,2,2,0,0,4,"['一针', '封闭', ',', '麦', '的', '职业生涯', '都', '毁', '了', ',', '中国', '球迷', '最后', '的', '希望', '也', '破灭', '了', '!']",19
1385,在中国资本市场洋面漂着一根稻草绳，让游者寄于希望,0,2,2,0,0,2,"['在', '中国', '资本', '市场', '洋面', '漂着', '一根', '稻草', '绳', '，', '让', '游者', '寄', '于', '希望']",15
1386,真希望皇马也能到中国认真的拼一场比赛,2,2,2,0,0,2,"['真', '希望', '皇马', '也', '能', '到', '中国', '认真', '的', '拼', '一场', '比赛']",12
1387,"支持中国队全部都为归化球员,这样才有希望",2,2,2,0,0,3,"['支持', '中国队', '全部', '都', '为', '归化', '球员', ',', '这样', '才', '有', '希望']",12
1388,中国梦想秀：坚强母亲，含泪讲述14年的寻子经历，观众忍不住落泪,1,2,2,0,0,1,"['中国', '梦想', '秀', '：', '坚强', '母亲', '，', '含泪', '讲述', '14', '年', '的', '寻子', '经历', '，', '观众', '忍不住', '落泪']",18
1390,中国为何很多企业愿景变成了空口号？,0,2,2,1,0,2,"['中国', '为何', '很多', '企业', '愿景', '变成', '了', '空', '口号', '？']",10
1391,"德国农村,被称为中国乡村的发展目标，看完才知道差距有多大",0,2,2,0,0,4,"['德国', '农村', ',', '被', '称为', '中国', '乡村', '的', '发展', '目标', '，', '看', '完才', '知道', '差距', '有', '多', '大']",18
1392,"来吧,看是不是真的公益,看看还有没有希望,看看中国的",0,2,2,0,0,5,"['来', '吧', ',', '看', '是不是', '真的', '公益', ',', '看看', '还有', '没有', '希望', ',', '看看', '中国', '的']",16
1393,"男篮世界杯中国淘汰后,你们希望最后谁夺冠???",1,0,2,0,3,3,"['男篮', '世界杯', '中国', '淘汰', '后', ',', '你们', '希望', '最后', '谁', '夺冠', '?', '?', '?']",14
1394,"如果中国最终没能夺金,各位希望谁拿冠军?",2,0,2,0,3,4,"['如果', '中国', '最终', '没', '能', '夺金', ',', '各位', '希望', '谁', '拿', '冠军', '?']",13
1395,中国还有希望吗?毕竟限量9000哎!迪爸爸看来不太偏心傻鱼啊,1,2,2,0,0,2,"['中国', '还有', '希望', '吗', '?', '毕竟', '限量', '9000', '哎', '!', '迪', '爸爸', '看来', '不太', '偏心', '傻鱼', '啊']",17
1396,中国其实比起印尼更需要迁都,2,2,2,0,0,4,"['中国', '其实', '比起', '印尼', '更', '需要', '迁都']",7
1397,"中国赛车业的希望,大雾",0,2,2,0,0,4,"['中国', '赛车', '业', '的', '希望', ',', '大雾']",7
1398,"今天转运中国把我搞崩溃了。运费差投诉无门,希望大家给出主意...",1,2,2,1,0,2,"['今天', '转运', '中国', '把', '我', '搞', '崩溃', '了', '。', '运费', '差', '投诉无门', ',', '希望', '大家', '给出', '主意', '...']",18
1399,"李霜看衰中国女足前景:难再进世界杯16强,希望别像国足天天",1,2,2,0,0,5,"['李霜', '看衰', '中国女足', '前景', ':', '难', '再', '进', '世界杯', '16', '强', ',', '希望', '别像', '国足', '天天']",16
1400,第一次在美国体检与拿药 完全没有中国那种人山人海的感觉。希望,1,2,2,0,3,3,"['第一次', '在', '美国', '体检', '与', '拿药', ' ', '完全', '没有', '中国', '那种', '人山人海', '的', '感觉', '。', '希望']",16
1401,非洲一部落中非要说是中国人希望回国，专家：他们被遗忘了,0,2,2,0,0,3,"['非洲', '一', '部落', '中非', '要说', '是', '中国', '人', '希望', '回国', '，', '专家', '：', '他们', '被', '遗忘', '了']",17
1403,命中率都并不理想 中国男篮上午训练结束后玩起中圈投篮,1,2,2,0,0,5,"['命中率', '都', '并', '不', '理想', ' ', '中国男篮', '上午', '训练', '结束', '后玩起', '中圈', '投篮']",13
1404,为什么会中国球员NBA之行都不是很理想？,1,0,2,0,0,4,"['为什么', '会', '中国', '球员', 'NBA', '之行', '都', '不是', '很', '理想', '？']",11
1405,印度消费认为红米K20价格较高，希望和中国版本价格一样？,0,2,2,0,0,2,"['印度', '消费', '认为', '红米', 'K20', '价格', '较', '高', '，', '希望', '和', '中国', '版本', '价格', '一样', '？']",16
1406,我们中国医生的未来还有希望吗 一个医学生的迷茫,0,2,2,0,0,1,"['我们', '中国', '医生', '的', '未来', '还有', '希望', '吗', ' ', '一个', '医学生', '的', '迷茫']",13
1407,我们中国足球目前没任何希望了,0,2,2,0,0,4,"['我们', '中国', '足球', '目前', '没', '任何', '希望', '了']",8
1408,"希望他们不要再黑华为了,做个中国企业真难",1,2,2,2,0,3,"['希望', '他们', '不要', '再', '黑', '华为', '了', ',', '做个', '中国', '企业', '真', '难']",13
1409,中国广州富力赛前低调示人(¨中国平安) 第20次广州德比精彩是唯一目标,1,2,2,0,0,4,"['中国', '广州', '富力', '赛前', '低调', '示人', '(', '¨', '中国', '平安', ')', ' ', '第', '20', '次', '广州', '德比', '精彩', '是', '唯一', '目标']",21
1410,"当兵走了,希望下次玩，可以看到中国队夺冠",1,2,2,0,0,4,"['当兵', '走', '了', ',', '希望', '下次', '玩', '，', '可以', '看到', '中国队', '夺冠']",12
