title,fact,opinion,inhibition,fff,activation,moral
真希望拜仁也能来中国认真的拼下一场比赛,2,2,2,0,0,2
"支持中国的全部都是归化球员,这样才可能有希望",2,2,2,0,0,3
中国梦想秀：坚强的母亲讲述15年寻子经历，观众忍不住落泪,1,2,2,0,0,1
"重庆青春风暴,会不会是未来中国队的希望?现在的年轻人",1,0,3,0,0,4
中国梦想秀上枣大妈说上海男人娘娘腔，周立波快要演不下去了,1,2,3,1,0,1
埃神非常希望能替中国队出战,0,2,3,0,0,3
"中国那么多沙漠,为何不用那些沙子来盖房?太理想化了",1,2,3,0,0,4
中国平安没有不买的道理，目标是100元,0,2,3,0,0,2
中国未来会出现类似欧洲的素食潮流嘛?真是希望能如此啊,1,2,3,0,3,4
谁说中国足球没有希望啊?他们能让你信心倍增!,0,2,3,0,0,4
中国古人为何喜欢侠？贫富差距大，不平事太多？梦想总是要有的！,1,2,3,0,0,2
中国威胁切断稀土供应，五角大楼愿确保稀土供应安全,1,2,3,0,0,4
"中国足球管理层害人不浅,希望之星徐友刚沦落到被迫租借",1,2,3,0,0,1
"二选一: 川菜和粤菜,你愿意哪个代表中国菜形象?",0,0,3,0,0,4
"考研的目标是中国古代文学,想抱上岸师兄姐大腿!",1,2,3,0,3,4
"麻烦各位大侠了！想带孩子去烟台养马岛,龙湖北中国海公园玩",1,1,3,0,0,1
儒者行天下 愿为中国赢得更多的儒学话语权,0,2,3,0,0,4
"中国哪些城市具有很大的优势,却发展的不是很理想",0,0,3,0,0,2
"中国女排的30岁老将面对年轻的竞争对手,为奥运梦想放手一搏",1,1,3,0,0,5
"中国女排的目标完成了，刘晏含累了,郑益昕招人喜欢",1,2,3,0,0,1
"中国女排中新成员加入,郎平刻意让球队训练技能,目标直指总冠军",1,2,3,0,0,4
再过50年，中国有希望掌握可控核聚变技术吗？,0,0,3,0,0,4
中国足协愿蒿俊闵和李可两名国脚加盟恒大?!,0,2,3,0,0,3
"走进真实日本,丈夫不愿为赚钱放弃梦想,中国妹子含泪支持",1,2,3,0,0,5
最理想的分组为:中国 越南 台北 马尔代夫 关岛,0,2,3,0,0,2
"首先,希望别删除：你认为老一辈中国人世界观上最大的问题是什么",1,2,3,0,0,4
"为梦想打职业也有错吗?为何那么多人会骂吴悠,他已是中国人身体极限",1,2,3,0,0,4
"我讨厌那些网上骂中国朝鲜族的,希望中国朝鲜族有颗中国心",2,2,3,0,0,3
"中国女篮韩旭说，姚明要我大胆沟通,希望向美国队友学习自信",1,2,3,0,0,4
"中国人不打中国人。但有时候失误,好容易找到一个目标就开一枪",1,2,3,0,0,3
小心华人会成为该国主要目标，渴望中国64亿投资，霸气拒绝美提议,1,2,3,0,0,3
"47中国女童得到解救,被买卖的“猪花”,希望悲剧不再重演!",1,2,3,0,0,1
边境进入了战备状态，特朗普最希望看的事情发生，中国什么态度？,1,2,3,0,0,1
倡议梦想的小镇来修复中国国旗,0,2,3,0,0,5
贸易谈判和中国采购美农产品满怀希望,1,2,3,0,0,2
"俄罗斯希望引进中国作为移民,无偿赠送每人35亩土地!只有一个条件",1,1,3,0,3,3
"毫无悬念!中国女排不敌土耳其，晋级希望渺茫,家杰遭到质疑",1,2,3,0,0,4
前瞻土帅对决谁更高一筹，中国平安卓尔势头正盛建业目标三分,1,0,3,0,0,4
李楠：中国队从夏联归来身体疲惫 希望能够通过比赛找回状态,1,2,3,0,0,1
江西考生超过一本线60分以上，第一志愿填了中国计量大学…希望被录取Q,1,2,3,0,0,4
"腾讯如果能把王者荣耀的视频质量去做动漫,中国动漫就有希望了",1,2,3,0,0,4
踢皮球、组织差、审核不严格，但我曾经是中国电竞的希望,1,2,3,0,0,5
为什么韩国梦想四人组都出了成绩，可是中国选手纷纷退役。小圈子?,1,2,3,0,0,4
吴晓求说，科创板是中国资本市场的希望 要宽容走弯路,0,2,3,0,0,5
"武磊发布会希望中国球迷能够保持理智,新赛季可竞争主力",1,2,3,0,0,4
"武磊谈留洋经历，说国外氛围比国内好太多,希望为中国正名",1,2,3,0,0,4
"希望中国以后的家庭父母,素质比老一辈好,好好用爱心",0,2,3,0,0,1
中国平安：领先时有些放松 一周三赛希望不要受伤,1,2,3,0,0,1
"真不希望中国参加2022世界杯,吧里有和我一样的吗",0,2,3,0,0,3
中国3年内的主要目标:人均GDP超过芬兰成为高收入国家。,0,2,3,0,0,2
"中国对战波兰正在进行时,希望赢!能赢吗?",1,2,3,0,0,4
中国的非物质文化遗产都希望能继承下去,0,2,3,0,0,3
中国梦想秀：无臂少女展示十字绣技艺，真是太厉害了,1,2,3,0,0,1
"中国男排需要一个来自美国对大学教练来磨基本功,目标定在巴黎吧。",0,2,3,0,0,4
"中国女篮主教练:希望大家更多对关注女篮的赛事,关心女篮的成长",0,2,3,0,0,1
中国女乒冠军落选亚锦赛?但她希望能够冲击东京奥运会!,1,2,3,0,0,4
中国燃气获得大和上调目标价，而股价竟跌4%,1,2,3,0,0,0
中国人都希望实现统一！大陆游客街头遇到“台独”媒体帅气回答,1,2,3,0,0,3
中国新生代的勇者出征，遭遇世界强敌，带着希望艰苦奋战,1,2,3,0,0,4
有没有比较理想的中国冲浪目的地？,0,0,3,0,0,5
专访希腊设计公司合伙人： 中国企业原创设计需求上升 希望PDC在国际上获更大认可,1,2,3,0,0,4
"最近都在犹豫，中国国家地理还是华夏地理,希望大神给些建议",1,0,3,0,0,4
"#爱中国爱香港#我们愿和平时代,假发勾制你见过吗",0,2,3,0,0,1
“淡水虾王”入侵中国，个头是小龙虾的3倍，国人盼赶快泛滥,1,2,3,0,0,5
一图看懂中国足球协会年度工作报告，当前足球改革面临的主要挑战和未来四年发展目标,1,2,3,0,0,5
"阿联原话：希望经历过这次后,中国男篮能够重生",0,2,3,0,0,4
中国篮球20年没有目标，应该是国内联赛起码达到夏联水平,1,2,3,0,0,4
"2019年新年,希望中国和杭州的空气越来越好",0,2,3,0,0,5
2022的卡塔尔世界杯是中国男足最有机会获得参赛资格的一届,1,2,3,0,0,4
"20年考研男生,双非二本,想报考西安科技、中国民航。希望走过路过",1,2,3,0,0,4
"这要求看笑了,中国有多少高中生能达到?",0,2,3,0,0,4
体育对话伊迪：希望中国蒂尼保持热情 明天拿下比赛,1,2,3,0,0,4
"此物曾是中国的主食,现在却只能靠进口,网友:希望重新种植!",1,2,3,0,0,4
"刺客信条将有一部中国正传,但很多国外玩家希望是在日本",1,2,3,0,0,2
寄书从中国去日本，选什么快递好？希望先辈能告诉我。,1,0,3,0,0,2
"大家如何看待董路等中国小将,能否给中国足球带来希望",0,0,3,0,0,3
"发现很多人对中国海军发展有点理想化,我来给他们算笔账",1,2,3,0,0,1
"非洲某个部落坚持称是他们是中国人，希望回国,专家:他们确实是中国人!",0,2,3,0,0,3
韩媒称中国足球将世界杯的梦想寄托在“外国人”上,1,2,3,0,0,3
华为之后 美国似乎又锁定了下一个目标 中国巨头被美叫停合作,1,2,3,1,0,2
黄润秋希望中国的环保国际展览会对环境质量改善做出更大贡献,1,2,3,0,0,5
霍顿父亲愿药检制度保持一致 非常尊重中国,0,2,3,0,0,2
江苏大学工程系毕业后有可能去中国中车工作吗?希望大吗?,1,0,3,0,0,4
"今年高考中发挥不理想,想去中国农大生物科学但怕分不够",1,2,3,0,0,4
今年2月去釜山外大 有没有在釜外的中国朋友 希望能认识,1,2,3,0,0,3
今年虽只有4只中国球队，但还真不是最没夺冠希望的一年好吧,1,2,3,0,0,4
库称:特朗普仍希望同中国达成贸易协议,1,2,3,0,0,2
狼队正在积极运作中国球员登陆英超 目标是杀进欧冠,1,2,3,0,0,4
雷振剑称：体育产业起点高，愿每个人更好地参与运动,0,2,3,0,0,3
李扬：中国足协杯不存在放弃 申花首秀目标只有胜利,0,2,3,0,0,4
足球不谈对手，目标是进世界杯 那是全中国人梦想,1,2,3,0,0,4
里皮称会认真对待每个对手，世界杯是所有中国人的梦想,1,2,3,0,0,4
"里皮说世界杯是所有中国人的梦想,因此会认真对待每个对手",1,2,3,0,0,4
美防长：中国威胁更大了 我们不希望为敌,1,2,3,0,0,4
提名人在听证会上表示：中国威胁更大了 我们不希望为敌,1,2,3,0,0,4
美将军：未来100年希望与中国和平相处，而不是战争,1,2,3,0,0,1
美国将中国定为未来百年对手？上将称：中国不是敌人 不希望开战,0,2,3,0,0,1
"那时候人的快乐很简单,是在世界舞台上挺直腰板。希望中国足球",0,2,3,0,0,4
"日本出生率再创新低,希望中国伸出援手,专家这样说!",1,2,3,0,0,1
如何评价韩媒称中国只能依靠外人来实现中国足球的梦想？,1,0,3,0,0,4
"上气主演直播:不拍给中国人,所以不需要取悦中国观众",1,2,3,0,0,4
世界杯预选赛将开始，中国队还有希望吗？,1,2,3,0,0,4
泰国拳王在中国传授三年：希望看到中国人斩获金腰带,1,2,3,0,0,4
特朗普希望将华为作为筹码？中国不会买账，华为完全有能力摆脱对美国核心产品的依赖 ,1,2,3,0,0,4
"请回答1988中国版要翻拍了,你们期待吗?希望不要失望。",1,0,3,0,0,4
"我倒希望中国能出一些类似阿里,拼多多这样的公司",2,2,3,0,0,4
我的理想是中国人民公安大学，现在虚岁20，身高只有154。我有机会考上吗？,1,0,3,0,0,4
"我想养猫做宠物,从小养起那种，在中国有希望吗",0,0,3,0,0,4
"我一点都不伤感,真的。因为我知道他从此将代表中国队",1,2,3,0,0,3
"愿大家都保持理性,都克制点,毕竟都是中国人",1,2,3,0,0,3
"愿大家都保持友好,都是中国人。",1,2,3,0,0,3
"愿郎导还要激进一点,不要死抱老将不放!基拉李用新人零封中国",1,2,3,0,0,4
"愿能帮助伊朗的中国同胞做点事,帮助他们回国发展!",1,2,3,0,0,3
"愿有生之年能以中国公民的身份,去不用签证的藏南地区...",2,2,3,0,0,3
"愿中国的航天越来越好,但是有些。。。",0,2,3,0,0,3
"下一届世界杯,中国队的目标该不仅只是去露个面吧",2,2,3,0,0,4
香港司机师傅说：不要暴力 愿香港重回和谐安宁,1,2,3,0,0,1
香港著名艺人高举国旗：我是中国人，却被做为攻击目标！,1,2,3,0,0,3
想问有没有中国社科院法律非法学的学长学姐，我想知道一下今年的社科院350以下是不是没希望了?,1,0,3,0,0,4
"一心传播中国的文化知识,不惧喷子恶言攻击。希望吧友能静下心来",1,2,3,0,0,1
"一直有个梦想,想放下一切边唱边走，用一年时间整个中国走一遍。",0,2,3,0,0,3
印巴外长接踵而至，望中国助其一臂之力，驻俄大使放狠话,1,2,3,0,0,2
"有潍坊中国银行上班的吗？马上要入职,希望前辈们传授经验",1,0,3,0,0,1
"这才是国漫该有的样子,希望多拉些投资,不要断更!",0,2,3,0,0,5
"希望中国的传统大节,能有点仪式感。",0,2,3,0,0,4
拒绝大起大落，中国房地产稳定成主流趋势,0,2,3,0,0,0
中国留学生，出国该用怎样的标准选择专业？,0,0,3,0,0,3
中国民航大学新生，专业分配不理想，想转专业。请问哪些专业好转，成功率高？,1,0,3,0,0,3
中国男篮前景如何，还有希望参加2020 奥运会吗？,0,0,3,0,0,4
中国女排明年东京卫冕冠军，希望大吗？,0,0,3,0,0,4
中国石油大学胜利学院有望转成公办吗？,1,0,3,0,0,4
真的有人希望中国房价降下来吗？,0,0,3,0,0,2
中国传统的制作工艺，希望能够被重视，不能淘汰！,0,2,3,0,0,1
"转眼七夕节又要来了,希望她以后能一直陪你过这个中国情人节...",1,2,3,0,0,1
准备创业，目标是做中国最好的砂轮，但都说制造小企业不好做，没有交学费的资本，大家能给点建议吗？,1,0,3,0,0,4
足协的换届能够给中国足球带来希望吗?,1,0,3,0,0,4
#中国台湾发生地震#希望台湾的同胞们平安,1,2,3,0,0,1
我希望找到和我一起参加表演的中国朋友 我是日本人 我会唱歌,1,2,3,0,0,3
汇证：小米中国市场挑战持续，目标降至９元,1,2,3,0,0,4
希望两支队伍都加油，不知道为什么 很为中国担心 ,0,2,3,0,0,1
诸君真的希望鲁邦能在中国“火”起来吗?,0,0,3,0,0,4
中国奥运的最大坑，田径除了杂交育种或归化黑皮之外真的没希望？,2,2,3,0,0,5
吉田称亚洲足球持续发展，希望更多中国球员能留洋,1,2,3,0,0,4
河南文科611省排名一万一千多，上中国政法大学法学系有希望吗？,1,0,3,0,0,4
文科报考中国矿业大学，学工商管理，有多大的希望？,1,0,3,0,0,4
“国标”分解目标、措施、任务……健康中国人你达标几条？,1,0,3,0,0,5
中国队还有希望把冠军留在中国吗?,0,0,3,0,0,4
担忧伊朗报复，英国求美失败，望中国改变被动局势,0,2,3,0,0,4
俄军即将装备UU防空系统，性能远超红旗，中国要进口吗？,1,0,3,0,0,4
法律硕士现在晚不晚，想清楚目标之前一直没复习，想考中国政法的法律硕士？,1,0,3,0,0,4
各具特点！中国女排的矮个子副攻手，郑益昕和胡铭媛，谁的留队希望大？,1,0,3,0,0,3
黑鹰boss希望能尽快看到中国球队在球场奉献精彩比赛,0,2,3,0,0,4
湖北考生今年高考579分，有希望报中国地质大学吗？,1,0,3,0,0,4
湖南文科考生497分，有望能进中国矿业大学银川学院吗?,1,0,3,0,0,4
华为想做中国智能的老大，这个目标不太容易,0,2,3,0,0,4
"如果坚定不移锻炼新生自由人倪非凡,中国有希望冲击美国,不然没戏",0,2,3,0,0,4
"讲讲中国家具海运到澳洲的攻略,希望可以帮到新移民。",1,2,3,0,0,1
李盈莹发疯了！只差一战中国女排冠军时隔8年夺冠，希望很大,1,2,3,0,0,4
美国防长提名人多次提到中国：不希望与中国为敌,1,2,3,0,0,4
你们都希望中国申办下届世界杯比赛吗?,0,0,3,0,0,3
你们是否希望联合国改到中国？,0,0,3,0,0,4
佩工给中国球迷点赞， 战老东家曼城知难而上,1,2,3,0,0,4
请问大家艺考的中国传媒大学南广学院计划招300名考358名，有录取的希望吗！？,1,0,3,0,0,4
热搜上中国女性理想身材的标准，鹅们能达到吗？,1,0,3,0,0,5
如过再有一次侵华战争，中国能有多大希望战胜日本?,2,0,3,0,0,1
"女子世锦赛决赛,中国游泳队天才美少女成绩不理想,还得加油",1,2,3,0,0,4
"虽然不喜欢IG队,但还是希望赢,这样中国队夺冠的几率大",0,2,3,0,0,4
"虽然刀斯林司马,但还是希望中国队Ti夺冠",0,2,3,0,0,4
恒大今年有希望联赛夺冠 归化球员能够帮助中国足球,0,2,3,0,0,4
开学大二，本科是新闻专业，想跨专业考中国古代文学研究生，希望大家能推荐几个,1,0,3,0,0,1
我是湖南文科生，省排688，录中国社会科学院大学有希望吗?,1,0,3,0,0,4
"我有一个个梦想,对祖国和故乡的期盼。中国gdp世界第一",0,2,3,0,0,3
愿中国远洋也能够走出 山东黄金的走势~！,0,2,3,0,0,0
"愿19世界杯中国夺冠,大家中秋快乐!",0,2,3,0,0,4
"愿把冠军留在中国,AG加油",0,2,3,0,0,4
愿国行出来，中国有很多服务点可以维修。,0,2,3,0,0,2
"愿中国女排,加强“调整进攻”的训练。",0,2,3,0,0,4
先定小目标 中国篮球世界杯 小组出线!,0,2,3,0,0,4
"天天霸音乐榜单,薛之谦完全可以去中国好声音当老师啊",1,2,3,0,0,4
华晨中国目降至中性评级标价下调至10元 ,1,2,3,0,0,0
不会又要1串7了吧? 如果中国不能夺冠希望液体创造奇迹,0,2,3,0,0,4
伊藤美诚说，赢中国理所当然，但长期目标是超越中国,1,2,3,0,0,4
"有一说一,我很希望亚运会中国能输掉比赛 这样就不会有",2,2,3,0,0,3
新时代新作为新篇章：“能适应”已成过去 “能打赢”才是目标,1,2,3,0,0,4
"赵睿拼命回追犯规!像极了n年的苏亚雷斯,给中国留了希望",1,2,3,0,0,5
"至少赢一场!中国男篮为了完成目标,会让他提前复出吗?",0,0,3,0,0,1
打篮球的那么多，为什么中国男篮成绩一直不是很理想？,1,0,3,0,0,4
中国大学生四年最重要的目标是啥？,0,0,3,0,0,5
能否实现我小时候的理想，中国各方面超过美国—世界和平。如果可以还需要多少年？,0,0,3,0,0,4
中国海洋大学有能力超越山东大学吗？,0,0,3,0,0,4
"中国好人:简陋的车,是寻子的希望,车不停就仍然有希望",1,2,3,0,0,1
"中国梦想秀带来熨斗杂技表演,真太担心了",1,2,3,0,0,1
"为何让替补出战?中国女排安家杰作回应,郎平希望有人脱颖而出",1,2,3,0,0,4
"海南师范大学中国现当代文学专业考研,求学长学姐帮忙,希望找到真题",1,0,3,0,0,1
"#20考研#华师19考研文学院中国现当代文学已上岸,有需要咨",1,1,0,0,1,1
#csva中国中学生排球联赛 不想输需要理由吗？排球不是一个人在战斗！❤️⸂⸂⸜👊⸝⸃⸃@抖音小助手,1,2,3,0,0,3
#爱中国爱香港#这个需要高手来!,0,2,1,0,0,3
#我为中国军人点赞# 应@中国军视网 的邀请，团团安排了一段手指舞~这段是手指舞你们学会了吗？小姐姐们有点害羞，需要鼓励[飞吻]一起来挑战一下吧[耶]@人民海军 @东风快递 @钢铁先锋号 @福建国防  @人民前线,1,2,0,0,3,1
"#英语四六级# 中国一方面抵制崇洋媚外,另一方面却要求……",0,2,3,0,0,3
"#中国好青年#缅甸到处都是翡翠,可是需要火眼金睛",1,2,3,0,0,2
#中国好青年#你知道身体需要哪三通吗?进来我告诉你,0,2,1,0,0,2
#中国好青年#人生需要的六动,0,2,1,0,0,2
#中国科学技术馆#科技馆门票需要预约吗,0,0,1,0,0,2
(成都) 中国商用飞机有限责任公司四川分公司: 中国商飞民机示范产业园二期项目,1,1,1,0,0,4
"...生意的天天闲,到时可以一起耍,如果有需要帮忙跟我说都是中国人。",1,2,1,0,0,3
.新发展理念下中国金融机构社会责任立法问题研究,0,1,1,0,0,2
?招聘中国人寿人事助理(2名)一、要求:23-30周岁△从事,1,1,0,0,3,3
[开讲啦]青年代表提问邬贺铨：回顾中国互联网发展，有哪些需要引以为戒的地方？,1,0,0,2,0,4
[石景山]《中国高新技术产业导报》社有限责任公司全媒体采编排版数字报及配套系统购置项目成交公告,1,1,0,0,1,2
[中国财经报道]40款App收集使用个人信息遭点名整改 你用过吗？,1,0,0,2,0,2
[中国财经报道]5G来了4G变慢？工信部：从未要求降速,2,2,0,2,0,2
[中国财经报道]广州暂停共享单车新增投放 要求企业整改,1,2,0,2,0,5
[中国财经报道]精神病患造成他人伤害 承运机构应承担赔偿责任,0,2,0,3,0,1
[中国财经报道]日本颁布政令将韩国移出“白色清单” 韩国抗议日本新政令 要求与日对话,1,2,1,0,0,2
[中国财经报道]习近平对贵州水城“7·23”特大山体滑坡灾害作出重要指示 要求本着对人民极端负责的精神强化灾害防范 切实保护好人民群众生命财产安全,1,2,3,0,0,4
[中国财经报道]英国新版纸币将使用数学家艾伦·图灵肖像,1,1,1,0,0,4
[中国新闻]广西南宁：往酒店烧水壶扔女性用品 酒店追究房客责任,1,1,0,2,0,5
[中国新闻]广州暂停共享单车新增投放 要求企业整改,1,2,0,2,0,5
[中国新闻]华航董事长召开记者会致歉 愿承担全部责任,1,2,1,0,0,4
[中国新闻]美国司法部要求重新开始执行死刑,1,1,1,0,0,4
[中国新闻]美国要求伊朗立刻释放扣押油轮,1,2,3,0,0,4
[中国新闻]默克尔称伊核协议遭破坏并非伊朗单方面责任,1,2,1,0,0,3
[中国新闻]日发布政令 将韩移出“白色清单” 韩国抗议日本新政令 要求与日对话,1,2,1,0,0,2
[中国新闻]涂污国徽挑战底线 香港特区政府将依法追究暴徒责任,1,1,0,1,0,5
[中国新闻]委内瑞拉组织游行 要求美撤销制裁,1,2,0,1,0,4
[中国新闻]武汉百年建筑火灾事故10名责任人被刑拘,1,1,2,0,0,1
[中国新闻]习近平对贵州水城“7·23”特大山体滑坡灾害作出重要指示 要求本着对人民极端负责的精神强化灾害防范 切实保护好人民群众生命财产安全,1,2,3,0,0,4
[中国新闻]英国新版纸币将使用数学家艾伦·图灵肖像,1,1,1,0,0,4
[转]中国男篮不需要NC粉,0,2,0,2,0,5
“巨型偷电贼”突现中国，一年偷电高达40亿，美日我们也需要,1,2,0,3,0,2
“每一个中国人都有责任把洛阳文化了解清楚”,0,2,1,0,0,3
“为世界，零浪费”—SABIC全球企业社会责任项目落地中国,1,1,0,0,1,2
“我们需要借鉴中国的成功经验”,0,2,0,0,1,4
“中国好人”罗首章 义务守墓二十年,1,2,0,0,3,1
"“中国名片”贴向英国,建造英国最牛大桥,使用期限达500年",1,2,0,0,1,4
"”我是地道的孟加拉国首都达卡人,需要找翻译的中国老板们请...",1,2,0,0,3,4
”中国人寿招内勤暑假工，靠谱吗?有什么需要注意的坑?,1,0,3,0,0,2
《国务院关于实施健康中国行动的意见》中要求的主要任务是什么？,1,0,1,0,0,1
"《红楼梦》与中国文化:曹雪芹有一个最虔诚迫切的要求,就是真",1,2,1,0,0,5
《环球时报》:中国人已不需要足球场上胜利来证明,0,2,3,0,0,4
《两只老虎》距今150年 中国社会急需新经典儿歌,1,2,2,0,0,4
《庆祝新中国成立70周年华诞空港项目巡礼》之十一滨江大道（一期）建成投入使用,1,1,0,0,1,3
《神州金融》中国保险业协会要求险企报送上半年市场分析报告,1,1,1,0,0,4
《中国信托登记有限责任公司信托受益权账户管理细则》近获银保监会批准,1,1,1,0,0,4
《中国信托登记有限责任公司信托受益权账户业务指南》今日发布,1,1,0,0,1,4
「头条」中国公民注意！韩国新法生效 滞留半年以上需义务加入医保（留学生除外）,1,1,1,0,0,2
【IC投资经理，中国中投证券有限责任公司嘉兴中山西路证券营业部】嘉兴人才网,0,1,1,0,0,2
【不负责任乱说】中国的听众有可能全部都是一群可怜的弟弟。,0,2,0,2,0,2
"【宏粉知己】4G升级5G,需要换手机还是电话卡?看中国移动怎",1,0,1,0,0,4
【机构业务经理，中国中投证券有限责任公司嘉兴中山西路证券营业部】嘉兴人才网,0,1,1,0,0,2
【蚂蚁教育丨每月好书推荐】推荐对象：使用“中国式教育”的家长们,1,1,1,0,0,1
"【平哥】今日中国之责任仍在我少年还是很不错的小说,把“红色”写",0,2,0,0,3,5
【青年眼中的中国】行动承载梦想 奉献传递希望,0,2,0,0,3,3
【社会】不需要你来教我:中国人应该长什么样,0,2,0,2,0,3
【社会】新版高中历史教材从今年开始使用:新增清朝对中国疆域贡献,1,1,1,0,0,4
【实测】中国VS波兰 赛后使用周琦打2K 会是什么效果,1,1,1,0,0,4
【视频】中国泥灸使用指南,1,2,1,0,0,4
"【探探这次世界杯,中国观念需要改善的地方】",0,2,1,0,0,4
"【徒步中国第天】网上买帐篷,加要求顺风快递给我,结果",1,1,1,0,0,2
【问个问题】中国使用火药来打仗了吗?,0,0,1,0,0,1
【原创】天朝魔法学院使用手册/又名在中国魔法学院的生活是...,2,2,1,0,0,2
【招聘】中国人寿人事助理、销售人员要求:22岁以上 福利:周,1,1,1,0,0,3
【证券经纪人，中国中投证券有限责任公司嘉兴中山西路证券营业部】嘉兴人才网,0,1,1,0,0,2
【纸委会专栏】中国包装联合会纸制品包装委员会委员单位——静宁县恒达有限责任公司,1,1,1,0,0,4
【中国煤炭工业国际技术咨询有限责任公司】地点介绍,1,1,1,0,0,4
【中国医科大学附属第四医院】 【岗位】护士【要求】全日制本,1,1,1,0,0,3
【中韩关系】中国公民注意！韩国新法生效 滞留半年以上需义务加入医保,1,1,1,0,0,2
"【周继红】悉尼奥运会中国跳水连丢3金,她要负主要责任!",1,2,0,2,0,4
【转】外教在中国教书都需要哪些资格证,0,2,1,0,0,3
≮中国≯CBA官方公布多支球队申请使用外援优先续约权名单〖结束〗,1,1,1,0,0,3
▶中国的双刀原来是这样使用的？,0,2,1,0,0,4
000507珠海港：中国银河证券股份有限公司关于公司使用部分闲置募集资金进行现金管理之核查意见[PDF],1,2,1,0,0,2
000895双汇发展：华泰联合证券有限责任公司关于公司吸收合并河南省漯河市双汇实业集团有限责任公司暨关联交易之中国证监会上市公司并购重组审核委员会审核意见的回复之核查意见[PDF],1,2,1,0,0,2
000998隆平高科：中国民族证券有限责任公司与中信证券股份有限公司关于公司调整募集资金投资项目规模并将剩余募集资金永久补充流动资金的核查意见[PDF],1,2,1,0,0,2
002496辉丰股份：中国中投证券有限责任公司关于公司使用部分闲置募集资金临时补充流动资金的核查意见[PDF],1,2,1,0,0,2
002614奥佳华：中国民族证券有限责任公司关于公司公开发行可转换公司债券申请文件反馈意见的回复（修订稿）[PDF],1,2,1,0,0,2
10万大军渡海峡需要多长时间中国:半小时就够了,0,2,3,0,0,3
10余中国驻外使领馆提醒，暑期出境游你需要知道这些！,1,2,1,0,0,1
130名美国鹰派向特朗普发公开信 要求对抗中国,1,2,0,3,0,4
"19文学院中国现当代文学已上岸,有需要帮助的学弟学妹们可以在",1,1,0,0,1,1
2015年中国建银投资有限责任公司第二期金融债券2019年付息公告 查看PDF原文,1,1,1,0,0,2
2018年中国数据中心行业发展现状及趋势，5G部署挖掘流量使用需求,1,2,1,0,0,0
2018年中国银行业社会责任报告发布,1,1,1,0,0,2
2019年第七届中国贵州人才博览会兴义市引进高层次和急需紧缺人才体检结果公告,1,1,1,0,0,2
2019年第一期中国南方电网有限责任公司公司债券簿记建档发行结果 查看PDF原文,1,1,1,0,0,2
2019年第一期中国南方电网有限责任公司公司债券募集说明书摘要,1,1,1,0,0,2
2019年第一期中国南方电网有限责任公司公司债券申购意向函 [下载原文],1,1,1,0,0,2
2019年第一期中国南方电网有限责任公司申购和配售办法说明 查看PDF原文,1,1,1,0,0,2
2019年莫纳什大学马来西亚校区对于中国留学生的录取有什么要求,0,0,1,0,0,3
"2019年暑假免费带一期笛箫学生,要求对中国传统音乐有较浓厚",1,2,0,0,3,2
"2019年注册中国商标需要什么资料呢,时间需要多久呢?",0,0,1,0,0,2
"2020级中国政法大学考研开帖答疑,需要的进!",1,1,1,0,0,1
2020年中国戏曲学院国际文化交流与管理考研考核方式以及复试要求,1,1,1,0,0,2
"2020年中国药科大学学硕问题解答,留言啦,南药人研路责任,",1,1,1,0,0,1
2035年中国需要多少艘航母？才能抗衡美国 专家回答太霸气了,0,2,3,0,0,4
300080易成新能：北京国融兴华资产评估有限责任公司关于公司发行股份购买资产之中国证监会上市公司并购重组审核委员会审核意见回复之核查意见[PDF],1,2,1,0,0,2
300455康拓红外：北京中企华资产评估有限责任公司关于中国证监会行政许可项目审查一次反馈意见相关问题的回复[PDF],1,2,1,0,0,2
3分钟文献速览--中国ICU患者肠外营养中使用含鱼油脂肪乳(多种油脂肪乳)的药物经济学分析,1,1,1,0,0,1
3艘中国军舰现身澳大利亚，美立刻要求给出解释，澳方幡然醒悟,1,1,1,0,0,4
4G如何升级5G？需不需要更换手机和手机卡，中国移动这么说的,1,0,1,0,0,4
"4G升级5G,需要换SIM卡还是换手机?中国移动如是说 [复制链接]",1,0,1,0,0,4
600556:ST慧球:华泰联合证券有限责任公司关于广西慧金科技股份有限公司吸收合并北京天下秀科技股份有限公司暨关联交易之中国证券监督管理委员会上市公司并购重 查看PDF原文,1,2,1,0,0,2
600893： 航发动力：中国航发沈阳黎明航空发动机有限责任公司全部权益价值评估报告[PDF],1,2,1,0,0,2
601985:中国核电:中信证券股份有限公司关于中国核能电力股份有限公司使用募集资金置换预先投入募投项目的自筹资金事项之核查意见 查看PDF原文,1,2,1,0,0,2
601985:中国核电董事会关于2019年1-6月募集资金存放与使用情况的专项报告 查看PDF原文,1,1,1,0,0,2
601985:中国核电关于使用可转债募集资金置换预先投入募投项目自筹资金的公告 查看PDF原文,1,1,1,0,0,2
603356： 华菱精工：中国中投证券有限责任公司关于宣城市华菱精工科技股份有限公司变更部分募集资金投资项目实施地点的核查意见[PDF],1,2,1,0,0,2
80％的人已经使用4G 中国移动4G用户破7.3亿,1,1,1,0,0,2
84岁的中科院院士宋振骐：只要中国煤炭事业需要我一天，我就奋斗一天,1,2,0,0,3,4
"8P隔一会就没信号,然后又有屏幕就显示欢迎使用中国联通,你们",1,1,0,2,0,2
